,symbol,marketCap,priceToBook,profitMargin,revenue,bookToPrice,BookValue,s1,s2,s3
353,OMC,18052789870,5.58,0.0749609543937191,13477207626.0,0.17921146953405018,3235267001.7921147,0.04165350689479396,0.11610999020066551,0.0
354,ORCL,234659492789,25.74,0.3319519407860984,40676590133.0,0.038850038850038855,9116530411.383062,0.11737376301145963,0.19490784370691833,0.0
355,ORLY,37652957029,-5736.36,0.16585358848520693,12254013507.0,-0.00017432657643523072,-6563911.091528427,0.0,0.0,0.0
356,OTIS,34208814106,-8.88,0.08230820221057861,13328112309.0,-0.1126126126126126,-3852343930.8558555,0.0,0.0,0.0
357,OXY,24359203631,2.97,-0.8331727567917204,17366052530.0,0.33670033670033667,8201752064.309764,0.10559614893326484,0.184870596549119,0.0
358,PAYC,19908305361,26.61,0.17352020090741682,910571012.0,0.03757985719654265,748151272.4915445,0.009632319116107945,0.05583534883885429,0.0
359,PAYX,36081647667,13.0,0.2677330291298441,4083252185.0,0.07692307692307693,2775511359.0,0.035734231970543893,0.10754396117870377,0.0
360,PBCT,7997396741,1.15,0.10693379345683503,2186138880.0,0.8695652173913044,6954258035.652175,0.08953487760848097,0.17023149955647984,1.8253253221620336
361,PCAR,32379685512,3.04,0.07460730691942179,20348112753.0,0.32894736842105265,10651212339.473684,0.1371325292083851,0.21067550600606436,0.0
362,PEAK,18296072383,2.76,0.1857118445058583,1527924808.0,0.3623188405797102,6629011732.971016,0.08534738733218185,0.166203022787313,0.0
363,PEG,31399087266,,,,,,0.0,0.0,0.0
364,PEP,202570998733,15.06,0.10794974641969687,71823511408.0,0.06640106241699867,13450929530.74369,0.1731784071113341,0.2367503736186558,0.0
365,PFE,231397498523,3.3,0.257879888133766,45816417150.0,0.30303030303030304,70120454097.87878,0.9027888012377886,0.5405512603403603,0.0
366,PFG,17918476755,1.16,0.12146117998840204,13738823437.0,0.8620689655172414,15446962719.827587,0.19887699154275468,0.25370911683536757,1.7724868083534053
367,PG,338915559835,7.5,0.190756936593699,77236025458.0,0.13333333333333333,45188741311.333336,0.5817972818738102,0.4339399620292045,0.0
368,PGR,60078048224,3.73,0.15047762242011203,46908872470.0,0.2680965147453083,16106715341.55496,0.20737119321536995,0.2590705314421991,0.0
369,PH,40369371454,5.55,0.11726307499173827,14192857130.0,0.1801801801801802,7273760622.342343,0.09364841852805006,0.1740980980038467,0.0
370,PHM,14897072381,2.3,0.13315032835109503,11877172502.0,0.4347826086956522,6476987991.739131,0.08339010777841796,0.1642861946756751,0.0
371,PKG,14326193500,4.53,0.07367889367516224,6855539194.0,0.22075055187637968,3162515121.412803,0.04071683893220841,0.11479707690505715,0.0
372,PKI,16269592335,4.1,0.24521617477376653,4536114301.0,0.24390243902439027,3968193252.439025,0.05108980647000232,0.12859110594373024,0.0
373,PLD,87414324289,2.71,0.297473839409933,4705783045.0,0.36900369003690037,32256208224.723248,0.4152931399306971,0.366624244720166,0.0
374,PM,155505170816,-13.71,0.2899699980980859,30387734415.0,-0.07293946024799416,-11342463225.091175,0.0,0.0,0.0
375,PNC,81866436802,1.55,0.47189895207192867,18096320641.0,0.6451612903225806,52817056001.29032,0.6800105231171982,0.46913908816974015,0.35664846920091736
376,PNR,11147170544,5.28,0.1365344428201868,3303108074.0,0.1893939393939394,2111206542.4242425,0.02718142157123047,0.09379504278680234,0.0
377,PNW,9681650884,1.7,0.1610547904075894,3682998963.0,0.5882352941176471,5695088755.294118,0.07332328942362512,0.15405108898902994,0.01900953818563444
378,PPG,43042564013,7.31,0.08357891857305909,14923424802.0,0.13679890560875513,5888175651.573187,0.07580925004480397,0.156640803733867,0.0
379,PPL,22395035161,2.03,-0.13635854881308176,7292801696.0,0.4926108374384237,11032037025.123154,0.14203558161816182,0.21440868818459116,0.0
380,PRGO,6125167484,1.12,-0.05014237841032698,4781654366.0,0.8928571428571428,5468899539.285714,0.0704111421222385,0.15096090723932976,1.9912649552625954
381,PRU,41431827777,0.7525,0.04537779018426317,61686538754.0,1.3289036544850499,55058907344.8505,0.7088739740609257,0.4789920645911181,5.647734536012503
382,PSA,48149412014,10.42,0.397537282469044,3029678518.0,0.09596928982725528,4620864876.583493,0.05949284151510951,0.13876379185620202,0.0
383,PSX,37549446042,2.2,-0.03380483426058018,67354527724.0,0.45454545454545453,17067930019.090908,0.2197466670714512,0.2666889067675127,0.0
384,PVH,8254448435,1.8,-0.1614754209702183,7488128731.0,0.5555555555555556,4585804686.111112,0.05904144758540751,0.13823636370434533,0.0
385,PWR,13101508015,3.03,0.04617767314712943,11655999998.0,0.33003300330033003,4323930037.953795,0.055669856475137405,0.13423131769655572,0.0
386,PXD,37487708940,2.23,-0.0716393320576746,8232183811.0,0.4484304932735426,16810631811.659193,0.2164339968493835,0.264671112260732,0.0
387,PYPL,291728934047,15.2,0.23290783926132974,23743309700.0,0.06578947368421052,19192693029.407894,0.2471026258380744,0.282802004178914,0.0
388,QCOM,148110503391,20.17,0.2861721412847741,29616889317.0,0.04957858205255329,7343108745.215666,0.09454126369744253,0.17492605594446228,0.0
389,QRVO,20212019603,4.32,0.1304902379940893,3801424384.0,0.23148148148148145,4678708241.4351845,0.06023756490125766,0.13962960399182162,0.0
390,RCL,21557039854,2.47,-26.271761428070715,223622275.0,0.4048582995951417,8727546499.595142,0.11236566196674,0.19070435461908836,0.0
391,RE,13383536895,1.4,0.08301147858476637,10701472559.0,0.7142857142857143,9559669210.714287,0.12307909893058756,0.19958870335162046,0.7849594894714476
392,REG,10950787701,1.81,0.15371105010521163,1030589831.0,0.5524861878453039,6050158950.82873,0.0778947571972723,0.1587807747351521,0.0
393,REGN,53579251218,4.71,0.4569757049989974,9252472046.0,0.21231422505307856,11375637201.273886,0.14645937486255833,0.21772203791635922,0.0
394,RF,21797102422,1.42,0.226385205185213,6836569495.0,0.7042253521126761,15350072128.169016,0.1976295418189899,0.25291217391026366,0.7213399230400831
395,RHI,9902715433,8.39,0.06682025647667444,5109301784.0,0.11918951132300357,1180299813.2300358,0.015196157343758046,0.07013110689587028,0.0
396,RJF,18438407893,2.39,0.123749504325155,8895114211.0,0.41841004184100417,7714815017.9916315,0.09932691810783136,0.17929875870890122,0.0
397,RL,9861304219,3.72,-0.0694691935319838,4505525647.0,0.26881720430107525,2650888230.913978,0.03412973060416317,0.10510181909471383,0.0
398,RMD,29142263432,10.4,0.1479909817278488,3143741428.0,0.09615384615384615,2802140714.6153846,0.03607708034970855,0.10805863930504209,0.0
399,ROK,30653678850,17.0,0.2538637173894113,6374701711.0,0.058823529411764705,1803157579.4117646,0.023215344089011315,0.08668248741044596,0.0
400,ROL,17384945592,17.7,0.1473027605608321,2218755501.0,0.05649717514124294,982200315.9322034,0.012645660345525847,0.06397562819906899,0.0
401,ROP,45954801354,4.3,0.17511894778779138,5738749161.0,0.23255813953488372,10687163105.581396,0.13759538914640912,0.2110307503353584,0.0
402,ROST,43875610938,14.2,0.007075905197560988,12655382731.0,0.07042253521126761,3089831756.197183,0.039781053090585876,0.11347023139937208,0.0
403,RSG,34427068787,4.12,0.1023397786860396,10585499309.0,0.24271844660194175,8356084657.038836,0.10758315455344113,0.18660184778868835,0.0
404,RTX,133406663492,1.8,-0.0502375082800193,53945011024.0,0.5555555555555556,74114813051.11111,0.9542154866107677,0.5557340833991634,0.0
405,SBAC,33025674434,-6.4,0.06877584746052001,2154116148.0,-0.15625,-5160261630.3125,0.0,0.0,0.0
406,SBUX,129498331927,-17.24,0.04306440830478651,24596678854.0,-0.0580046403712297,-7511504172.099769,0.0,0.0,0.0
407,SCHW,132063559538,3.19,0.2667036236068536,14801103813.0,0.31347962382445144,41399234964.89029,0.5330080386237184,0.4153466214713624,0.0
408,SEE,8444635225,86.44,0.10197818948375185,5223028082.0,0.01156871818602499,97693605.10180473,0.0012577883839050073,0.02017658180001641,0.0
409,SHW,77267942278,24.91,0.11777032841965329,19756139658.0,0.04014452027298274,3101884475.2308307,0.039936229777731314,0.11369132656302827,0.0
410,SIVB,30725500122,3.63,0.35927391744178355,4831490994.0,0.27548209366391185,8464325102.479339,0.10897673169497353,0.18780653155956278,0.0
411,SJM,14655617796,1.84,0.1199789144285076,8261703837.0,0.5434782608695652,7965009671.73913,0.10254813129646129,0.1821829281675821,0.0
412,SLB,44919960936,3.86,-0.13329029364251505,21750340027.0,0.2590673575129534,11637295579.274612,0.14982818153171318,0.2202117848455059,0.0
413,SLG,5034955754,1.1,0.24678432991504382,1005474505.0,0.9090909090909091,4577232503.636363,0.05893108220857228,0.13810710158964176,2.1085144029452825
414,SNA,13653682612,3.57,0.1716426702729963,4145781836.0,0.2801120448179272,3824560955.742297,0.04924056532314854,0.12624242195592583,0.0
415,SNPS,36357008898,7.47,0.1905524602311582,3847521182.0,0.13386880856760375,4867069464.257028,0.06266268328844962,0.14241256108129455,0.0
416,SO,68196740304,2.46,0.16156124724777898,22104940115.0,0.4065040650406504,27722252156.09756,0.35691923438887313,0.3398824804482144,0.0
417,SPG,39541220240,13.45,0.25720366076082635,4547072958.0,0.07434944237918216,2939867675.8364315,0.03785029131672985,0.11068236132146746,0.0
418,SPGI,89175691213,90.88,0.3315984933660531,7821085039.0,0.011003521126760564,981246602.2557219,0.012633381445769821,0.06394456058028009,0.0
419,SRE,42044433924,1.87,0.3359954345108948,11970436779.0,0.53475935828877,22483654504.81283,0.2894731895134521,0.3060891785549158,0.0
420,STE,17010655742,4.39,0.1457173959355571,3106857068.0,0.22779043280182235,3874864633.7129846,0.04988821653586912,0.12706993037416336,0.0
421,STT,30249783621,1.31,0.1890512358962816,12270400056.0,0.7633587786259541,23091437878.625954,0.2972982960464345,0.31019872807954424,1.1017271169117782
422,STX,23507150962,48.3,0.10052376852266218,10434398450.0,0.020703933747412008,486690496.1076605,0.006266056533825999,0.04503404496625123,0.0
423,STZ,45338471471,3.39,0.21961707929726104,9486185435.0,0.2949852507374631,13374180374.926254,0.17219027491413355,0.23607397482690953,0.0
424,SWK,33802065402,3.51,0.10000636389719897,16195840310.0,0.2849002849002849,9630218063.247864,0.12398740328809481,0.20032381618201028,0.0
425,SWKS,28447700526,5.9,0.2883016722938809,4443468334.0,0.1694915254237288,4821644156.949152,0.06207784026000757,0.14174642104824542,0.0
426,SYF,26409087820,2.1,0.13011467442993424,16756099686.0,0.47619047619047616,12575756104.761904,0.16191069958887,0.22891886150568194,0.0
427,SYK,96275148878,7.08,0.0997534268570179,14995469205.0,0.14124293785310735,13598184869.774012,0.17507429430586766,0.2380427697817806,0.0
428,SYY,42546236492,30.93,-0.005821678849411606,45078469806.0,0.032331070158422244,1375565356.9996767,0.01771016767713054,0.0757103300098361,0.0
429,T,210150366688,1.28,-0.014515570277946756,176923688303.0,0.78125,164179973975.0,2.11378896213716,0.8271316047632421,1.2199219736954985
430,TAP,11213061327,0.9015,-0.07995384845448665,9570009138.0,1.1092623405435387,12438226652.246258,0.16014003151250275,0.2276636831009913,3.6681094717950886
431,TDG,32413178203,-9.62,0.0352447769154317,4587328527.0,-0.10395010395010396,-3369353243.555094,0.0,0.0,0.0
432,TDY,15638945054,4.73,0.13479193149641194,3249979179.0,0.2114164904862579,3306330878.224101,0.04256844209652256,0.1173782636630099,0.0
433,TEL,44898340452,4.61,0.08317084888359147,13296167976.0,0.21691973969631234,9739336323.64425,0.1253922821463934,0.20145553586252063,0.0
434,TFC,81376506426,1.41,0.1936551606348533,24232668853.0,0.7092198581560284,57713834344.680855,0.7430557031211086,0.49040454737222444,0.7528686533757757
435,TFX,18929847345,5.63,0.11390849333335204,2570513755.0,0.17761989342806395,3362317468.028419,0.043289259822892084,0.11836788365379214,0.0
436,TGT,110684029555,7.18,0.04721536617522513,94852357431.0,0.1392757660167131,15415603002.089138,0.1984732405638359,0.25345145166707195,0.0
437,TIF,16462852174,4.98,0.08180562718639375,3847138769.0,0.2008032128514056,3305793609.2369475,0.042561524850604875,0.11736872646524002,0.0
438,TJX,82270382658,15.15,0.0028530236454817745,32437745471.0,0.066006600660066,5430388294.257425,0.0699153164579504,0.15042844513708323,0.0
439,TMO,181142928872,5.1,0.23062512126065277,37296797563.0,0.19607843137254904,35518221347.45098,0.4572909985380958,0.38471589407091933,0.0
440,TMUS,172218285886,2.72,0.04097120078141291,80055853285.0,0.3676470588235294,63315546281.617645,0.8151767820486274,0.513652851573021,0.0
441,TPR,12602603074,4.34,0.07378942215587955,4874273766.0,0.2304147465437788,2903825593.087558,0.037386255692637205,0.11000179921345761,0.0
442,TROW,42837474226,,,,,,0.0,0.0,0.0
443,TRV,40189453987,1.4,0.08848880630690159,33166889874.0,0.7142857142857143,28706752847.857143,0.36959451167801854,0.34586495530427547,0.7849594894714476
444,TSCO,20977975209,11.91,0.07431416063905197,11785986956.0,0.08396305625524769,1761374912.5944586,0.02267739943115356,0.08567230023031723,0.0
445,TSN,30041105768,1.9,0.04975081904274787,44326829454.0,0.5263157894736842,15811108298.947367,0.203565303321094,0.2566821574996877,0.0
446,TT,43164693214,6.89,0.09094955825548891,13074295278.0,0.14513788098693758,6264832106.531204,0.08065863720044576,0.16157316885341053,0.0
447,TTWO,20889627202,6.33,0.1555892887358381,3429055159.0,0.1579778830963665,3300099084.044234,0.042488208816952665,0.11726759382902381,0.0
448,TWTR,43024335137,5.44,-0.2718673776415361,3968678273.0,0.1838235294117647,7908885135.477941,0.10182553753315594,0.18153992779923228,0.0
449,TXN,166083194768,16.75,0.4013128345904429,16075608140.0,0.05970149253731343,9915414613.014925,0.1276592598753605,0.2032684445134281,0.0
450,TXT,15137090028,2.6,0.037539131946262634,11959250995.0,0.3846153846153846,5821957703.076922,0.07495670533281562,0.1557575284791277,0.0
451,TYL,16506237371,8.05,0.1661568871683362,1180414048.0,0.12422360248447203,2050464269.6894407,0.02639937524406087,0.09243589003901885,0.0
452,UA,9737105373,,,,,,0.0,0.0,0.0
453,UAA,9821444038,5.6,0.02575396405450211,5033285707.0,0.17857142857142858,1753829292.5,0.022580250868621962,0.08548859588350037,0.0
454,UAL,18584903468,,,,,,0.0,0.0,0.0
455,UDR,13828624232,4.7,0.0494293204279118,1255208170.0,0.2127659574468085,2942260474.893617,0.03788109819355675,0.11072739511406701,0.0
456,UHS,13412139036,2.16,0.08701685277386541,11953428747.0,0.4629629629629629,6209323627.777777,0.07994397507172667,0.16085578046001078,0.0
457,ULTA,18547060024,9.25,0.02961354125161536,6208597948.0,0.10810810810810811,2005087570.1621623,0.025815158032444177,0.09140736646883536,0.0
458,UNH,402240958561,5.85,0.06633707695018165,271671861099.0,0.17094017094017094,68759138215.55556,0.8852620930993464,0.5352784222298659,0.0
459,UNM,6109323099,0.5953,0.06137849021527902,13708898189.0,1.6798252981689903,10262595496.388374,0.1321291541101566,0.20679647423962108,9.50791955359956
460,UNP,148648247788,9.29,0.2817999717335519,19799707318.0,0.10764262648008613,16000887813.562973,0.20600868197149688,0.2582180305844689,0.0
461,UPS,183882569668,26.33,0.05994022314022378,91930380772.0,0.0379794910748196,6983766413.5206995,0.08991479290459715,0.17059228125179252,0.0
462,URI,23755188695,5.11,0.10901331942214905,8512721666.0,0.19569471624266144,4648764910.958904,0.059852049665032665,0.1391820780804735,0.0
463,USB,90937568553,2.03,0.2351106440820889,25098603342.0,0.4926108374384237,44796831799.50739,0.5767515142311599,0.4320541434207159,0.0
464,V,505327086863,15.07,0.5204649105089602,21840415086.0,0.06635700066357,33531989838.287987,0.43171860905192694,0.37380420906671985,0.0
465,VAR,16831567391,7.43,0.09072934982165537,3218624667.0,0.13458950201884254,2265352273.351279,0.029166021377804618,0.09715885712598302,0.0
466,VFC,34748805237,11.3,-0.02054916129283805,8344520022.0,0.08849557522123894,3075115507.699115,0.039591583919126386,0.11319969091354873,0.0
467,VIAC,26403213523,1.41,0.11358369692393014,26766302590.0,0.7092198581560284,18725683349.64539,0.24108995643392706,0.2793401499444673,0.7528686533757757
468,VLO,32791198647,1.91,-0.004598165658572154,63866034799.0,0.5235602094240838,17168166830.890053,0.22103719880471312,0.2674708678037257,0.0
469,VMC,25606693825,4.29,0.14380163592983455,4920801830.0,0.2331002331002331,5968926299.533799,0.07684890076597266,0.15771123499347411,0.0
470,VNO,8949557966,1.79,-0.2436753265703007,1487465019.0,0.5586592178770949,4999753053.631285,0.06437096170929253,0.14434069812081765,0.0
471,VRSK,28204005848,10.5,0.256523055451144,2959004614.0,0.09523809523809523,2686095795.047619,0.03458302194443807,0.10579746769663771,0.0
472,VRSN,24905913139,-17.74,0.5044469474207599,1277757004.0,-0.056369785794813984,-1403940988.6696732,0.0,0.0,0.0
473,VRTX,55849983972,6.38,0.4489867892308909,6722513247.0,0.15673981191222572,8753915983.072102,0.1127051645367632,0.1909922352141538,0.0
474,VTR,19936048302,2.1,-0.02531313236055239,3782587798.0,0.47619047619047616,9493356334.285713,0.12222533203777744,0.1988952518773845,0.0
475,VZ,239960136941,3.35,0.1520800966606705,132753979561.0,0.29850746268656714,71629891624.1791,0.9222225500981401,0.5463383306906523,0.0
476,WAB,15291329318,1.48,0.05826607227726301,7757391188.0,0.6756756756756757,10331979268.918919,0.1330224582627619,0.20749435566223443,0.5431951449019502
477,WAT,18980837527,84.9,0.2537757343997874,2631742311.0,0.01177856301531213,223566990.89517078,0.002878386603498857,0.030522377897941266,0.0
478,WBA,47845375784,2.32,-0.004475473440367994,141830282201.0,0.4310344827586207,20623006803.448277,0.265517669979936,0.29315041737327246,0.0
479,WDC,21720562888,2.29,0.022093037919672275,16469205776.0,0.4366812227074236,9484961959.825329,0.12211725590858333,0.19880729718529241,0.0
480,WEC,29900218103,2.82,0.16249557908348994,7942353624.0,0.3546099290780142,10602914220.921986,0.13651069922866954,0.2101973073085821,0.0
481,WELL,30715657367,1.94,0.17106140704205577,4491191755.0,0.5154639175257733,15832813075.773197,0.20384474859428595,0.25685827792611904,0.0
482,WFC,194959072921,1.22,0.0787505460576891,78802921797.0,0.819672131147541,159802518787.70493,2.057429978558789,0.8160303933071187,1.4787588173535422
483,WHR,14947821914,3.73,0.06681447974599851,21144664585.0,0.2680965147453083,4007458958.176944,0.05159534568632585,0.1292257513575878,0.0
484,WLTW,33608938243,3.07,0.153917610015297,9591726300.0,0.32573289902280134,10947536886.970686,0.14094765685485938,0.21358597565156387,0.0
485,WM,60341079983,8.27,0.10132093780169094,15656314809.0,0.12091898428053205,7296382101.934704,0.09393966619189013,0.1743686113905318,0.0
486,WMB,32730309329,2.8,0.13887362981226029,8461984149.0,0.35714285714285715,11689396188.928572,0.15049896793117945,0.2207041825585168,0.0
487,WMT,401905206411,5.07,0.024966257614743234,582327679950.0,0.1972386587771203,79271243868.04733,1.020603647608548,0.5747412401819384,0.0
488,WRB,13920930053,2.24,0.09325364844944793,8579618100.0,0.4464285714285714,6214700916.517857,0.080013206740546,0.1609254161275855,0.0
489,WRK,15740922000,1.49,-0.04147951358903346,17744216747.0,0.6711409395973155,10564377181.208054,0.1360145414622348,0.20981497111452557,0.5152222563955503
490,WST,24398470199,13.27,0.18233183371897857,2381932028.0,0.07535795026375283,1838618703.7678976,0.0236718999735943,0.08753069185497481,0.0
491,WU,10264973355,46.8,0.1545085549835074,4952657839.0,0.021367521367521368,219337037.5,0.002823926680156269,0.03023225283645695,0.0
492,WY,27630489280,3.0,0.16058248442711956,8549441349.0,0.3333333333333333,9210163093.333332,0.1185792677073729,0.19590620181265178,0.0
493,WYNN,14453833867,65.46,-1.0436578655352289,1948791994.0,0.01527650473571647,220804061.5184846,0.002842814362389274,0.03033318774459461,0.0
494,XEL,38086974076,2.63,0.131573166727593,12800353459.0,0.3802281368821293,14481739192.39544,0.18644990443289897,0.24565459113020427,0.0
495,XLNX,29766064262,10.37,0.2149370722959524,3230452204.0,0.09643201542912247,2870401568.177435,0.03695592711348922,0.10936688776355015,0.0
496,XOM,251072689899,1.69,-0.10490694815461175,189768462229.0,0.591715976331361,148563721833.7278,1.9127323983737967,0.786811881965207,0.03927394342363674
497,XRAY,14697388801,3.06,0.0510964413412947,3543064773.0,0.32679738562091504,4803068235.620915,0.061838678463873205,0.14147311061445983,0.0
498,XRX,4690143402,,,,,,0.0,0.0,0.0
499,XYL,20838088350,7.26,0.06342049182599832,5222256993.0,0.13774104683195593,2870260103.305785,0.036954105777567525,0.10936419271148118,0.0
500,YUM,36685117496,-4.57,0.1999860043192858,5968927542.0,-0.2188183807439825,-8027378007.877461,0.0,0.0,0.0
501,ZBH,35675980140,2.87,0.08387145330125118,7304186204.0,0.3484320557491289,12430655101.045296,0.16004254909142934,0.22759437942573665,0.0
502,ZBRA,26549905093,10.9,0.13628396636141987,4751491173.0,0.09174311926605504,2435771109.449541,0.031360134618068754,0.10074714824855316,0.0
503,ZION,9650654647,1.3,0.40103967226454,3552606542.0,0.7692307692307692,7423580497.692307,0.09557732368716369,0.17588193518588413,1.1403577996513448
